TIMESTAMP X(mg) Y(mg) Z(mg)
599618651555844992 -946 31 424
599618651565704832 -945 33 424
599618651575564800 -947 37 421
599618651585424640 -944 37 424
599618651595284480 -944 41 423
599618651605144320 -944 40 422
599618651615004160 -948 41 421
599618651624864000 -950 43 415
599618651634723840 -952 43 417
599618651644583808 -950 40 415
599618651654443648 -949 42 414
599618651664303488 -949 43 420
599618651674163328 -949 42 422
599618651684023168 -951 43 421
599618651693883008 -954 46 416
599618651703742848 -954 48 414
599618651713602688 -956 48 414
599618651723462656 -953 47 417
599618651733322496 -951 44 413
599618651743182336 -954 45 406
599618651753042176 -954 44 403
599618651762902016 -948 44 411
599618651772761856 -953 44 413
599618651782621696 -950 42 410
599618651792481664 -953 39 414
599618651802341504 -952 41 419
599618651812201352 -955 40 414
599618651822063744 -953 37 418
599618651831926144 -949 38 418
599618651841788544 -950 41 417
599618651851650944 -950 43 421
599618651861513344 -949 44 421
599618651871375744 -948 43 418
599618651881238144 -949 44 410
599618651891100544 -952 42 409
599618651900962944 -954 41 408
599618651910825344 -957 39 406
599618651920687744 -957 39 403
599618651930550144 -961 40 402
599618651940412544 -956 38 402
599618651950274944 -955 39 407
599618651960137344 -952 38 413
599618651969999744 -949 38 422
599618651979862144 -949 42 427
599618651989724544 -947 39 428
599618651999586944 -947 41 429
599618652009449344 -949 42 428
599618652019311744 -951 42 426
599618652029174144 -949 45 423
599618652039036544 -950 44 420
599618652048898944 -948 45 421
599618652058761344 -946 44 424
599618652068623744 -948 43 426
599618652078486144 -949 41 418
599618652088348544 -949 37 414
599618652098210944 -955 35 408
599618652108073344 -961 34 406
599618652117935744 -961 34 407
599618652127798144 -955 36 405
599618652137660544 -947 34 399
599618652147522944 -944 32 411
599618652157385344 -934 31 423
599618652167247758 -945 28 416
599618652177111808 -959 31 412
599618652186975872 -965 27 401
599618652196839936 -964 30 395
599618652206704128 -958 31 396
599618652216568192 -953 38 398
599618652226432256 -946 43 404
599618652236296320 -948 44 412
599618652246160512 -951 44 408
599618652256024576 -951 43 407
599618652265888640 -949 42 410
599618652275752704 -943 36 412
599618652285616896 -940 31 420
599618652295480960 -938 33 423
599618652305345024 -937 30 430
599618652315209088 -939 31 431
599618652325073280 -945 27 430
599618652334937344 -951 18 434
599618652344801408 -957 16 422
599618652354665472 -958 12 421
599618652364529664 -959 6 415
599618652374393728 -959 4 414
599618652384257792 -960 3 416
599618652394121856 -959 0 418
599618652403986048 -963 0 412
599618652413850112 -963 2 413
599618652423714176 -966 2 413
599618652433578240 -965 3 411
599618652443442432 -966 1 404
599618652453306496 -964 -1 401
599618652463170560 -964 -1 395
599618652473034624 -960 0 394
599618652482898816 -961 1 395
599618652492762880 -962 1 399
599618652502626944 -964 2 396
599618652512491008 -961 1 399
599618652522355190 -962 4 398
